"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Gym","Custom","","","","2026-03-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2026-03-19","","2350","","","","","0.771561391618517","0.845019777058612","","21","","138","154","","","0.761442973147725","34.06","7","25","13","2","0","0","0","","","","","","","","","","","","","","",""
"Swim - Z2 palas","Swim","400 snorkel + fins 400 snorkel + pull 4x75 palas z2 - descanso 15"" 5x300 com pull e palas z2/z3 - descanso 20"" 200 easy","0.833333333333333","2800","2026-03-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Level 2","Bike","Flat course Rolar com acelarações a cada 10' (sprint de 10"")","2.16666666666667","","2026-03-21","20min Zona 1 10x 9'50"" Zona 2 10"" Zona 6 10' Cooldown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transição - 20' z3","Run","Transição para 20' run em zona 3","0.333333333333333","","2026-03-21","","7006.759765625","308","444","770.684","","0.694689989089966","2.80200004577637","","158","","162","170","","","1.31850768849847","119.43","0","0","0","14","16","10","0","","","","0","0","0","28","13","1","","","","","",""
"Bike Tempo 6x8'","Bike","","3.1","","2026-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSD","Run","Long Slow Distance Ritmo baixa e técnica correta","1.25","","2026-03-23","Classic long slow distance (LSD) training. Sensation of leg effort/fatigue generally low, but may rise periodically to higher levels. Concentration generally required to maintain effort only at highest end of range and/or during longer training sessions. Breathing is more regular than at level 1, but continuous conversation still possible.","6305.0498046875","308","418","687.254","","0.618534505367279","2.83200001716614","","157","","152","176","","","1.32321327077102","106.43","8","1","0","6","12","8","1","","","","0","0","1","28","6","2","","","","","",""
"Swim - 24x100","Swim","200 snorkel + fins 200 snorkel + pull 24x100 palas - descanso 15"" 8 em z2 8 em z3 8 em z2 200 easy","1","3000","2026-03-24","","3000","","","","","0.926598059866164","0.89632506722438","","22","","138","163","","","0.809412443738905","49.14","16","19","9","9","2","0","0","","","","","","","","","","","","","","",""
"Pista - 8x600 Z4","Run","20' Aquecimento 4 retas progressivas 8x600 Z4 com 200 recuperação a trote 10' Cooldown","1","","2026-03-25","","11037.099609375","333","472","1226.745","","1.0215950012207","3.00099992752075","","162","","168","195","","","1.44921970743753","213.45","1","0","1","7","15","17","21","","","","0","0","4","21","18","18","","","","","",""
"Strength","Strength","","","","2026-03-25","","0","","","","","0.557010591030121","0","","","","91","140","","","0.567987370507324","19.61","33","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Bike tempo - 4x5'","Bike","20' aquecimento easy 4x5min Zn3 - recuperação 2' easy 12' cooldwon","1","","2026-03-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-03-27","","6013.5","302","656","669.189","","0.615224719047546","2.71499991416931","","158","","151","173","","","1.31060746774831","103.97","1","5","10","14","4","2","0","","","","0","0","6","21","6","3","","","","","",""
"Sweet Spot + zona 2","Bike","Warm up 15' 5' @ 100% 5' Easy 2x20' @ Sweet Spot 1 (15' Intervalo) 10x1' @ Sweet Spot 2 (+105 rpm) 2' Intervalo 15' Cooldown","2.33333333333333","","2026-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transição 5x1000 Intensidade Progressiva","Run","Transição 5x1000 em ritmo progressivo ""By the feel"" 1º - Zn2 Baixo com foco na técnica / 1'RI 2º - Zn2 to Zn3 progressivo / 1' RI 3º Tempo Pace / 1' RI 4º - Treshold Pace / 2'RI 5º - VO2 Máx Cooldown","0.416666666666667","","2026-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Power)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in power zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","3.5","","2026-03-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSD","Run","Long Slow Distance Ritmo baixa e técnica correta","1","","2026-03-30","Classic long slow distance (LSD) training. Sensation of leg effort/fatigue generally low, but may rise periodically to higher levels. Concentration generally required to maintain effort only at highest end of range and/or during longer training sessions. Breathing is more regular than at level 1, but continuous conversation still possible.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","Swim","400 snorkel + fins 8x100 Z3 - descanso 20"" 5x200 z2 with fins - on 3'20 2x300 with pull + paddles descanso 20"" 200 easy","1","3000","2026-03-31","","1500","","","","","0.429320557382372","0.967741935483871","","24","","130","159","","","0.873473197478425","28.61","13","5","4","3","0","0","0","","","","","","","","","","","","","","",""
"Pista - 8x600 Z4","Run","20' Aquecimento 4 retas progressivas 8x600 Z4 com 200 recuperação a trote 10' Cooldown","1","","2026-04-01","","9630","345","538","1107.451","","0.891638875007629","3","","162","","164","184","","","1.50458294886732","200.46","1","1","2","12","7","13","17","","","","0","0","2","16","16","19","","","","","","5"
"Strength","Strength","","","","2026-04-02","","0","","","","","0.721623361110687","0","","","","69","94","","","0.523087517499711","21.69","43","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.5","","2026-04-03","","32422.140625","","","","","1.16321361064911","7.74200010299683","","","","145","174","","","0.794267834617458","81.61","9","12","24","17","5","2","0","","","","","","","","","","","","","","",""
"AE1","Run","Imediatamente a seguir à bike, corrida em zona 1 num percurso plano e piso macio","0.25","","2026-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Level 2","Bike","Flat course Rolar com acelarações a cada 10' (sprint de 10"")","2.16666666666667","","2026-04-04","20min Zona 1 10x 9'50"" Zona 2 10"" Zona 6 10' Cooldown","70868.1171875","","","","","3.11079668998718","6.32800006866455","","","","136","174","","","0.72116494687474","184.38","39","81","46","18","2","1","0","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-04-05","","44165.4296875","","","","","1.52084112167358","8.06700038909912","","","","132","161","","","0.704547581706125","84.51","31","31","17","12","0","0","0","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2026-04-08","","0","","","","","0.658356130123138","0","","","","87","128","","","0.558893012637025","22.54","40","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-04-09","","6097.7900390625","317","482","687.016","","0.601521134376526","2.81599998474121","","161","","165","178","","","1.38395847285873","113.51","0","0","1","6","6","18","5","","","","0","0","2","18","12","5","","","","","5","7"
"Lap Swimming","Swim","","","","2026-04-10","","1525","","","","","0.457079446580675","0.926488456865128","","23","","133","160","","","0.83410007352564","26.52","9","15","1","2","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-04-11","","32261.609375","","","","","1.20791637897491","7.41900014877319","","","","140","166","","","0.748202811383899","75.27","13","26","18","13","2","0","0","","","","","","","","","","","","","","",""
"Zn1 - Regenerativo","Bike","Treino regenerativo Percurso plano Zn1 - rolar fácil","1","","2026-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim - threshold","Swim","400 snorkel +100 estilos+4X50 pernas 2X100L 25POLO 25 normal 2X200L SNORKLE Z3 - descanso 15"" 100 easy 4X50+2X100PADLES+4X50L zona 4 - descanso 15"" 100 easy","0.666666666666667","2100","2026-04-14","","2000","","","","","0.578222501998146","0.957854406130268","","25","","143","174","","","0.864719028180614","37.39","9","9","4","5","2","5","1","","","","","","","","","","","","","","","1"
"GYM","Custom","","","","2026-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike tempo - 4x5'","Bike","20' aquecimento easy 4x5min Zn3 - recuperação 2' easy 12' cooldwon","1","","2026-04-16","","23642.240234375","","","","","0.961044728755951","6.83300018310547","","","","158","189","","","0.944063959349679","94.77","4","4","5","11","10","16","8","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-04-17","","19675.66015625","","","","","0.944273889064789","5.78800010681152","","","","133","171","","","0.730604830271522","55.77","21","14","8","9","2","2","0","","","","","","","","","","","","","","",""
"Level 2","Bike","Flat course Rolar com acelarações a cada 10' (sprint de 10"")","1.5","","2026-04-18","20min Zona 1 6x 9'50"" Zona 2 10"" Zona 6 10' Cooldown","52801.48046875","","","","","1.95148479938507","7.51599979400635","","","","148","183","","","0.855248678277131","160.78","27","19","9","22","9","13","19","","","","","","","","","","","","","","",""
"Base Builder (Power)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in power zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2","","2026-04-19","","108356.7109375","","","","","4.19905710220337","7.16800022125244","","","","157","182","","","0.890375994486491","382.22","9","21","29","85","48","47","14","","","","","","","","","","","","","","",""
"Zn1 - Regenerativo","Bike","Treino regenerativo Percurso plano Zn1 - rolar fácil","1","","2026-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2026-04-20","","1500","","","","","0.452247502538893","0.920245398773006","","25","","131","167","","","0.82919197540013","25.78","13","5","6","2","1","0","0","","","","","","","","","","","","","","",""
"Swim 25m 1/5","Swim","600 snorkel 40x25 @45"" 25 fast a cada 5 8x50 com bolas 10"" intervalo 8x50 pernas com barbatanas 100 cooldown","0.916666666666667","2500","2026-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-04-21","","20622.630859375","","","","","0.901380300521851","6.35500001907349","","","","140","166","","","0.743856641604243","55.11","7","28","13","4","1","0","0","","","","","","","","","","","","","","",""
"GYM","Custom","","","","2026-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2026-04-22","","1250","","","","","0.357217224438985","0.970496894409938","","25","","127","155","","","0.874817838055782","23.92","12","7","2","1","0","0","0","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","1.16666666666667","","2026-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim - 300z2","Swim","400 snorkel + fins 400 snorkel + pull 8x50 bolas - mão direita, mão esquerda, duas, sem nada. repete 4x300 z2/3 - 30"" rest 200 easy","0.833333333333333","2600","2026-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2","","2026-04-25","","48741.6015625","","","","","1.91878080368042","7.05600023269653","","","","147","181","","","0.84458548651244","154.1","21","23","13","21","11","18","9","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-04-27","","20585.060546875","","","","","0.856580257415771","6.67500019073486","","","","144","170","","","0.779761916412997","57.46","7","13","15","14","1","1","0","","","","","","","","","","","","","","",""
"Swim Fins","Swim","600 Snorkel 4x50 pull descanso 15"" 5x300 descanso 20"" com barbatanas @Zn2 ( aumento de cadência) 8x50 pernas com barbatanas saída 1' 200 easy","0.916666666666667","2900","2026-04-28","","1100","","","","","0.314277500576443","0.966608084358524","","25","","140","168","","","0.875022868310964","21.06","4","5","3","5","1","0","0","","","","","","","","","","","","","","","7"
"GYM","Custom","","","","2026-04-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2","","2026-05-01","","57153.12109375","","","","","2.08390283584595","7.61800003051758","","","","155","183","","","0.875615891247941","180.27","7","7","16","51","21","18","4","","","","","","","","","","","","","","",""
"Rampas 10x2'","Bike","20min aquecimento 10x2' em rampa - 60-70rpm 10' cooldown","1.33333333333333","","2026-05-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-05-03","","18510.859375","","","","","0.612529993057251","8.39500045776367","","","","149","180","","","0.886678016546387","52.69","7","1","2","13","5","5","4","","","","","","","","","","","","","","",""
"Minute Monster (Heart Rate)","Bike","","1.21666666666667","","2026-05-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2026-05-04","","2400","","","","","0.695607781940036","0.955033824114604","","25","","138","170","","","0.862555042622743","44.64","13","11","5","8","2","2","0","","","","","","","","","","","","","","",""
"Swim- progressivo e palas","Swim","400 snorkel + fins 200 pull 4x50 progressivo - 15"" descanso 16x50 progressivas de 5 em 5 - 15"" descanso 4 z2 8 z3 4 z4 4x200 PALAS - 20"" descanso 3 z3 2 z4 200 easy","0.833333333333333","2600","2026-05-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fisio","Strength","Fisio","","","2026-05-05","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run - plano fisio","Run","","","","2026-05-06","","5181.75","326","465","587.33","","0.500125288963318","2.87800002098083","","158","","157","178","","","1.41815155751833","99.19","1","2","3","12","4","5","3","","","","0","0","2","12","10","6","","","","","",""
"Fisio","Strength","","","","2026-05-07","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run - plano fisio","Run","","","","2026-05-08","","5226.06982421875","318","431","572.835","","0.50013530254364","2.90300011634827","","157","","160","176","","","1.36133075105549","91.19","1","1","5","4","9","9","2","","","","0","0","0","14","14","1","","","","","",""
"Zona 2 + 30"" Maximo","Bike","20' Aquecimento 15x 9'30 Zona 3 30"" MUITO FORTES 10' easy","3","","2026-05-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","3","","2026-05-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim técnica + series 200","Swim","200 snorkel + fins 200 snorkel + pull 4x50 25 apneia/ 25 z1 - descanso 30"" 6x100 Téc: 75ex/25N - Catch-up - Toca na coxa e no ombro - arrasta mão na água 5x200 com pull - 20"" descanso - z2 - 75 fast /25 easy - z2 - 75 fast /25 easy - z2 200 easy","0.833333333333333","2600","2026-05-11","","1500","","","","","0.435125279426575","0.954198473282443","","24","","130","159","","","0.861820762273775","27.85","15","5","2","4","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-05-11","","7007.18017578125","326","464","793.302","","0.675873637199402","2.88000011444092","","161","","158","183","","","1.4079654975467","132.43","1","0","3","18","9","8","1","","","","0","0","2","17","16","7","","","","","",""
"33' Run - Zn2","Run","Corrida em Zn2 com piso soft Pulso @140","0.55","","2026-05-12","","6012.1298828125","320","377","650.768","","0.564373314380646","2.95900011062622","","160","","162","179","","","1.36518928463494","103.75","1","0","0","6","12","11","3","","","","0","0","0","12","22","0","","","","","",""
"Strength","Strength","","","","2026-05-12","","0","","","","","0.64042329788208","0","","","","88","130","","","0.564564259353266","22.37","38","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Swim Z2","Swim","400 snorkel + fins 400 snorkel + pull 15x100 zona 2 - descanso 20"" 200 easy","0.833333333333333","2500","2026-05-13","","2500","","","","","0.774941114849514","0.89541547277937","","24","","149","171","","","0.806512892429728","40.65","7","6","5","16","10","2","0","","","","","","","","","","","","","","",""
"33' Run - Zn2","Run","Corrida em Zn2 com piso soft Pulso @140","0.55","","2026-05-14","","6079.35986328125","334","465","663.1","","0.551221966743469","3.06399989128113","","157","","163","176","","","1.43117703837097","111.18","1","0","0","7","8","16","1","","","","0","0","0","4","27","2","","","","","",""
"Strength","Strength","","","","2026-05-14","","0","","","","","0.661913871765137","0","","","","88","134","","","0.557863748395784","22.59","40","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Swim - 3sets 4x50","Swim","200 crawl - respiração 3 em 3 200 crawl - respiração 5 em 5 50 só braço direito 50 só braço esquerdo 100 normal 100 punhos fechados + 100 normal 400 z2 4x50 máximo - descanso 1' 400 z2 palas + pull 4x50 máximo - descanso 1' 400 z2 fins 200 easy","0.9","2400","2026-05-15","","1500","","","","","0.443771391444736","0.936329588014981","","24","","128","153","","","0.845029686972734","26.78","11","15","0","1","0","0","0","","","","","","","","","","","","","","","5"
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2","","2026-05-16","","44052.28125","","","","","1.60012912750244","7.64699983596802","","","","137","178","","","0.740926194395276","98.47","24","35","16","15","3","3","1","","","","","","","","","","","","","","5","5"
"Transição - 20' Run - Zn2","Run","Corrida em Zn2 com piso soft Pulso @150","0.333333333333333","","2026-05-16","","4007.44995117188","326","597","433.248","","0.368637770414352","3.01999998092651","","161","","162","181","","","1.40645832260574","71.43","0","1","0","8","6","6","1","","","","0","0","0","10","9","3","","","","","",""
"Base Builder (Heart Rate)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in heart rate zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","2.5","","2026-05-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-05-17","","5128.14013671875","341","395","565.198","","0.460353046655655","3.09400010108948","","162","","162","178","","","1.45878908848013","96.35","1","1","0","5","8","9","3","","","","0","0","0","2","21","5","","","","","",""
"50' Run - Zn2","Run","Corrida em Zn2 com piso soft Pulso @150","0.833333333333333","","2026-05-18","","8786.5","321","510","965.508","","0.833448648452759","2.92799997329712","","164","","155","178","","","1.38927966296729","160.12","1","0","4","38","5","1","1","","","","0","0","1","24","19","6","","","","","",""
"Swim - mix intensidade","Swim","400L snorkel + fins 400 snorkel + pull 4x50 25 forte/25 facil 8x200 - descanso 15"" - 2 z2 - 3 z3 - 1 z2 - 2 z4 200 easy","1","2800","2026-05-18","","2000","","","","","0.593240835931566","0.933706816059757","","25","","141","162","","","0.842828021464251","35.52","4","13","13","5","0","0","0","","","","","","","","","","","","","","","5"
"Bike tempo - 4x5'","Bike","20' aquecimento easy 4x5min Zn3 - recuperação 2' easy 12' cooldwon","1","","2026-05-19","","20586.08984375","","","","","0.844639718532562","6.76999998092651","","","","148","175","","","0.837562354275866","65.35","7","8","11","11","7","6","1","","","","","","","","","","","","","","3","3"
"Strength","Strength","","","","2026-05-19","","0","","","","","0.798365533351898","0","","","","88","139","","","0.565807351281699","28.15","47","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Tempo Run 6x4'","Run","20' Aquecimento 6x4' Zona 3 / 2' easy pace 10' Cooldown","1.1","","2026-05-20","","10005.7802734375","313","476","1096.009","","0.971541702747345","2.86100006103516","","162","","160","180","","","1.36112187150069","178.6","1","1","7","20","10","16","4","","","","0","0","6","26","19","6","","","","","3","1"
"Zn1 - Regenerativo","Bike","Treino regenerativo Percurso plano Zn1 - rolar fácil","1","","2026-05-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2026-05-21","","0","","","","","0.719774425029755","0","","","","72","101","","","0.526617646320723","21.93","43","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Swim - z3 + z2 + z4","Swim","400 snorkel + fins 400 snorkel + pull 10x50 zona 3 - descanso 25"" 10x100 zona 2 - descanso 20"" 10x50 zona 4 - descanso 45"" 200 easy","1","3000","2026-05-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2026-05-22","","28174.529296875","","","","","1.01799809932709","7.68800020217896","","","","156","183","","","0.909079013765695","93.22","4","5","6","20","7","14","5","","","","","","","","","","","","","","",""
"SS curto","Bike","","1.65","","2026-05-23","","49204.21875","","","","","1.63114750385284","8.37899971008301","","","","152","188","","","0.857255226044499","134.4","5","21","16","28","9","13","6","","","","","","","","","","","","","","5","1"
"Transição - Tempo Run repartido","Run","3x(2' fast + 1' recovery + 1' fast + 30"" recovery + 30"" fast + 30"" recovery) 10' Cooldown","0.441666666666667","","2026-05-23","","5010.56982421875","328","501","537.729","","0.454953610897064","3.05900001525879","","162","","160","178","","","1.40188985272417","87.72","1","1","1","11","8","5","1","","","","0","0","0","8","17","2","","","","","",""
"Desnível acumulado","Bike","Máximo desnível acumulado com subidas em 60/70 Rpm sentado","3","","2026-05-24","","78543.9375","","","","","3.4214653968811","6.3769998550415","","","","137","168","","","0.727844116772103","207.07","41","83","59","22","1","0","0","","","","","","","","","","","","","","",""
"LSD","Run","Long Slow Distance Ritmo baixa e técnica correta","1","","2026-05-25","Classic long slow distance (LSD) training. Sensation of leg effort/fatigue generally low, but may rise periodically to higher levels. Concentration generally required to maintain effort only at highest end of range and/or during longer training sessions. Breathing is more regular than at level 1, but continuous conversation still possible.","8006.06005859375","311","522","890.559","","0.796161651611328","2.79299998283386","","158","","158","179","","","1.33881832638356","141.32","1","1","7","19","10","8","2","","","","0","0","3","30","10","4","","","","","",""
"Swim Endurance - wetsuit","Swim","200 snorkel + fins 8x50 (25 crawl FAST + 25 corrida) NON STOP 2000 Zn2 - palas (snorkel opcional) 200 easy","0.916666666666667","2700","2026-05-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike Tempo 3x10'","Bike","","1.25","","2026-05-27","","22754.08984375","","","","","0.936070263385773","6.7519998550415","","","","145","173","","","0.787653501224753","64.21","7","18","12","14","2","3","0","","","","","","","","","","","","","","3","3"
"Run - 6' + 40/20 + 8'","Run","15' Aquecimento 4x6' Tempo com 3' easy 6x (40"" Muito rápido + 20"" easy run) 8' Tempo run 10' cooldown","1.25","","2026-05-28","","11684.0302734375","326","436","1272.78","","1.08486139774323","2.99200010299683","","162","","164","185","","","1.42139864977935","217.51","1","3","11","9","3","11","27","","","","0","0","8","19","18","19","","","","","9","5"
"Strength","Strength","","","","2026-05-28","","0","","","","","0.625000834465027","0","","","","77","98","","","0.529228856498296","19.16","37","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Swim - wetsuit","Swim","400 snorkel 4x50 25forte/ 25 facil - 15"" descanso 15x100 z3 c/15"" 400 z3 Palas + pull 200 Easy","0.916666666666667","2800","2026-05-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike Tempo 6x8'","Bike","","2.5","","2026-05-30","","67423.0625","","","","","2.71531176567078","6.89699983596802","","","","139","173","","","0.731912683756735","165.21","35","64","33","25","4","2","0","","","","","","","","","","","","","","",""
"Transição - 8kms a race pace","Run","Transição 1km - W-up 8kms - race pace 1km - easy","0.842222222222222","","2026-05-30","","10014.16015625","327","481","1111.439","","0.943633913993835","2.94799995422363","","160","","164","184","","","1.41330806295704","186.08","1","3","3","11","8","16","15","","","","0","0","2","19","27","9","","","","","9","3"
"Base Builder (Power)","Bike","Ride on a flat to gently rolling course. Get at least 50% of ride time in power zone 2. Avoid 3-5 zones. Keep the 2-zone effort steady and continuous. After the ride confirm that you got at least 50% of the ride in zone 2.","3","","2026-05-31","","87066.8984375","","","","","3.75247263908386","6.44500017166138","","","","131","160","","","0.676729260676191","196.76","89","92","31","12","0","0","0","","","","","","","","","","","","","","",""
"Swim Águas abertas","Swim","2kms seguidos a ritmo de half","0.421111111111111","2000","2026-05-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30"" Fast + 30"" easy","Run","15' Aquecimento 55x(30"" Fast + 30"" easy) NON STOP 10' Cooldown","0.5","4623","2026-06-01","","5015.22998046875","304","469","550.328","","0.502086639404297","2.77500009536743","","160","","151","173","","","1.31784870925343","85.86","1","3","10","12","2","2","0","","","","0","0","2","22","4","2","","","","","2","5"
"Zn1 - Regenerativo","Bike","Treino regenerativo Percurso plano Zn1 - rolar fácil","1","","2026-06-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2026-06-02","","0","","","","","0.634945809841156","0","","","","77","99","","","0.527144953562327","19.33","38","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Swim#3","Swim","400 Snorkel 4x50 progressivo @1'20 4x50 Zn5 @ 2' 4x50 pull easy 2x100 Zn4 @ 2'30 4x50 pull easy 200 Zn3 4x50 pernas com barbatanas @45"" 200 cooldown","0.666666666666667","2000","2026-06-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike progressiva","Bike","1h progressiva: 20' Aquecimento progressivo Zn2 to Zn3 no final: 20' @Zn3 + 20' com 5x2' Threshold pace / 2' RI","1.05","","2026-06-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transição 3x1000 Intensidade Progressiva","Run","Transição 3x1000 em ritmo progressivo ""By the feel"" 1º Tempo Pace / 1' RI 2º - Treshold Pace / 2'RI 3º - VO2 Máx Cooldown","0.333333333333333","","2026-06-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Day","Day Off","Actively focus on recovery today: 1) stay off of legs all you can 2) watch nutrition closely (healthy carbs, lean protein, and good fats) 3) strech 4) drink when thirsty","","","2026-06-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
